#Amsterdam,Berlin,Delhi,London,Melbourne,Montpellier,Mumbai,Munich,Paris,Pune
10.19,3.69,20.07,11.42,17.99,15.18,23.71,6.38,11.85,19.4
10.34,3.68,22.31,10.27,21.17,14.22,22.15,6.52,10.97,17.69
10.55,3.95,22.28,9.94,20.96,13.31,21.35,5.99,9.8,17.23
10.04,6.84,21.43,9.69,18.64,14.56,22.08,7.12,8.43,18.6
8.88,6.82,21.1,10.0,15.42,14.12,25.1,8.2,11.17,22.15
10.53,9.18,21.77,12.05,15.15,15.37,26.39,8.96,11.8,23.22
11.6,8.36,22.47,10.76,20.69,16.04,26.36,7.14,11.41,22.52
10.33,8.29,20.41,9.23,18.35,12.75,26.18,6.42,9.54,22.48
11.56,8.61,19.19,11.7,14.28,11.52,26.83,6.34,9.66,22.62
11.06,8.84,18.37,10.84,18.85,12.63,25.82,7.3,9.79,22.7
8.6,7.16,17.67,6.12,21.71,12.12,25.95,6.56,8.24,23.53
6.55,2.19,17.24,5.43,17.24,9.48,26.16,1.99,4.54,23.71
9.38,3.37,16.38,9.9,19.28,7.13,25.76,-0.03,4.74,23.44
9.33,6.2,16.2,6.91,20.44,8.38,24.66,2.31,5.3,21.97
7.39,4.95,17.85,5.77,16.61,10.32,24.76,2.49,7.02,22.23
6.94,2.66,18.08,9.24,15.74,10.27,24.77,1.73,5.42,21.51
6.61,0.72,18.4,9.25,19.91,13.52,24.11,1.71,5.64,19.9
7.97,3.42,17.42,4.99,15.81,13.56,23.63,1.74,5.97,19.98
6.08,3.81,17.63,4.48,20.61,13.4,23.25,1.15,6.24,20.02
5.17,1.79,16.58,7.13,18.45,13.22,23.77,-0.32,5.01,20.52
1.32,0.99,16.21,6.16,15.58,11.62,25.18,-1.92,0.72,22.04
4.55,-0.4,17.0,5.92,17.75,7.85,25.84,-1.61,1.05,22.8
7.91,0.45,17.02,3.38,18.64,6.71,26.51,-0.62,5.5,22.55
5.2,-2.03,17.78,3.3,14.07,7.41,25.27,-2.7,5.12,20.71
4.86,-1.76,18.09,4.47,15.28,7.92,23.79,-2.83,4.45,19.25
4.49,-0.92,19.71,2.75,15.9,7.65,23.63,-0.21,4.11,19.41
2.16,1.51,19.62,2.95,17.6,5.51,23.45,0.54,3.03,19.01
2.61,3.21,19.44,2.03,15.19,5.97,22.73,-0.03,1.75,18.5
4.91,3.12,18.91,0.2,13.31,5.78,22.42,-1.63,0.77,18.4
2.17,1.79,19.19,0.93,13.84,7.23,22.86,-1.56,0.83,19.16
1.71,1.05,20.08,3.53,16.09,5.16,23.89,-1.47,1.47,20.53
1.81,-1.43,20.18,5.03,14.32,4.37,25.17,-2.07,2.59,21.85
1.66,-0.95,20.66,7.47,15.14,8.52,24.8,-2.99,7.2,21.32
4.65,-0.73,19.26,5.96,19.14,9.47,24.67,-0.45,7.22,21.72
5.64,0.6,15.34,6.83,21.16,8.49,24.41,0.76,5.18,21.1
7.37,2.4,13.06,9.86,24.05,10.18,24.29,-0.55,8.31,21.42
7.1,2.49,12.32,7.37,21.76,12.59,23.81,1.18,7.52,20.86
5.89,4.98,12.74,7.81,18.32,11.87,23.82,2.17,6.45,21.01
7.45,3.27,10.2,7.68,20.45,12.66,23.84,1.21,7.01,20.33
6.47,3.43,11.3,9.84,15.2,11.99,23.59,1.14,5.89,19.37
7.0,2.96,12.7,9.33,14.73,13.18,22.68,-0.22,8.02,18.53
7.13,1.9,13.5,6.96,14.64,11.06,21.55,0.36,6.66,17.71
7.22,3.6,13.65,10.24,17.04,8.82,21.04,2.58,8.73,16.3
9.19,7.87,15.28,10.16,15.51,10.15,20.86,7.92,12.82,16.12
8.8,5.62,14.76,9.67,15.94,11.92,21.04,7.41,10.51,17.36
5.07,5.6,14.06,3.25,15.18,9.49,22.25,4.93,5.43,17.82
4.43,1.13,13.2,-0.4,15.36,6.11,23.26,0.13,2.79,18.67
5.25,-0.6,13.95,5.38,19.6,4.73,23.4,-3.35,1.95,19.61
4.63,-0.59,15.72,5.6,21.14,4.18,23.3,-3.44,4.37,19.72
3.29,0.22,11.85,1.99,13.88,7.1,21.27,-1.09,3.35,19.38
3.38,-0.05,11.2,0.84,15.85,6.92,20.81,-1.16,2.66,19.21
4.45,-0.42,10.19,1.6,16.77,5.28,22.19,-2.2,2.68,19.3
3.04,-0.18,10.78,-0.18,17.7,7.22,23.74,-2.11,2.05,19.62
3.6,-1.02,13.36,0.68,19.92,5.13,24.52,-2.58,-0.01,21.19
4.44,-0.84,13.5,1.18,19.53,3.86,23.85,-2.81,0.03,21.3
2.78,-0.92,15.79,1.93,18.99,3.52,23.59,-2.7,0.45,20.89
2.89,-0.7,17.43,2.32,16.53,2.89,23.68,-3.78,0.05,20.77
2.77,-0.6,17.53,1.69,16.38,2.71,23.33,-3.25,-0.04,20.71
2.06,-0.31,16.49,2.05,16.38,1.67,23.69,-2.93,-0.17,21.79
3.03,-1.14,14.49,-1.19,18.77,2.16,24.45,-2.87,0.32,21.1
2.69,-1.8,15.48,-0.95,18.2,2.96,25.0,-4.04,-0.42,21.87
2.64,-1.29,15.88,-0.38,20.27,3.91,25.53,-4.2,-0.74,22.72
3.55,-2.65,12.98,-0.32,21.79,2.29,26.17,-5.84,-0.6,23.13
5.38,-1.4,11.0,4.79,26.55,1.57,26.9,-7.92,1.0,22.65
5.04,0.16,11.24,4.22,18.52,3.88,27.02,-2.66,4.32,22.55
4.22,-0.28,10.09,3.36,21.34,7.6,26.35,-1.61,4.87,22.46
1.17,-0.75,12.06,3.34,17.8,7.39,25.32,-2.74,7.68,22.09
0.9,-3.81,12.65,0.23,14.95,6.85,24.75,-7.36,-1.05,21.07
0.32,-4.74,10.91,2.56,15.36,3.96,24.72,-6.36,-0.59,22.1
3.27,-5.4,10.94,3.31,15.96,6.63,25.22,-5.97,2.56,23.08
5.01,-3.42,13.73,4.2,16.74,5.81,25.17,-2.14,2.43,23.17
6.4,0.96,14.92,9.48,15.24,6.55,25.09,-2.9,3.35,22.18
7.29,1.61,13.54,9.09,16.42,10.81,24.38,-0.84,6.64,21.62
6.69,2.66,13.09,4.38,21.11,10.12,22.98,-0.06,7.36,20.0
4.18,2.51,13.32,2.41,19.36,7.58,23.7,2.26,4.91,20.9
3.18,-0.31,14.04,0.58,19.48,7.69,23.92,-0.36,1.56,20.94
2.27,-0.91,12.08,-0.39,24.85,6.79,23.25,-1.92,-0.28,20.72
2.79,-1.21,10.83,-0.66,26.1,6.52,22.63,-3.84,0.72,19.62
3.76,-0.82,11.92,1.43,17.55,4.98,22.36,-2.69,-0.24,19.94
4.33,-0.88,12.1,5.95,17.84,7.83,22.04,-2.89,3.98,19.56
3.06,-0.49,11.34,9.44,21.16,11.23,21.96,1.21,10.27,19.74
5.43,-2.4,11.3,7.64,20.01,11.07,22.34,3.88,8.95,19.52
0.01,-2.18,12.1,3.42,17.74,9.17,23.41,2.87,7.91,20.28
-1.22,-5.7,14.11,1.35,16.77,10.41,23.95,-0.68,6.67,20.26
0.04,-5.54,15.93,2.96,17.14,11.79,24.54,1.05,6.88,20.04
2.08,-0.38,16.45,8.42,16.04,11.7,24.89,4.52,10.3,19.89
5.98,1.36,16.25,6.66,17.84,12.06,23.91,6.42,9.26,19.76
5.62,-0.6,16.17,6.34,20.77,10.41,23.69,4.35,6.88,19.88
4.62,-1.55,14.6,6.05,22.03,12.2,22.95,5.4,7.76,19.49
1.43,-3.5,14.29,4.88,18.79,12.4,23.35,4.1,6.03,19.0
-3.89,-7.65,14.51,-0.43,16.06,8.76,24.14,1.95,0.5,19.49
-3.82,-10.58,15.13,-1.91,15.78,8.14,24.25,0.21,-2.91,19.28
-1.95,-9.64,17.63,-1.41,18.35,9.25,24.01,-1.67,-2.93,20.0
-3.2,-8.62,19.2,-1.55,20.82,8.7,24.15,-2.81,-3.33,20.71
-3.2,-5.85,17.5,-2.06,24.4,8.19,24.64,-8.6,-3.62,21.35
-5.18,-6.55,17.82,-2.37,19.01,7.01,24.72,-9.09,-4.39,21.62
-6.58,-7.75,18.3,-2.63,16.44,6.7,24.96,-9.58,-4.85,21.34
-3.32,-8.32,19.38,0.9,16.48,5.38,25.01,-7.28,-2.58,21.66
1.61,-5.87,20.37,5.98,19.58,7.87,24.44,-3.77,2.9,21.16
3.65,-0.4,19.49,7.02,22.47,10.23,24.01,2.75,4.3,20.99
5.41,1.87,18.61,8.66,22.95,9.93,24.9,3.23,6.79,21.68
5.85,2.63,19.21,6.33,23.47,11.1,26.01,2.83,6.57,22.15
4.49,3.36,18.24,7.09,24.34,11.6,25.78,4.78,6.84,20.62
8.52,3.96,17.76,9.93,22.94,11.83,25.37,6.25,10.81,20.81
8.43,5.75,18.11,10.01,17.74,12.78,26.75,4.97,10.24,22.51
8.31,4.0,20.06,8.25,16.77,12.9,27.47,5.58,10.08,23.82
9.85,6.66,21.89,8.7,15.68,12.78,27.63,6.71,11.98,24.3
10.69,8.78,23.44,10.27,15.87,11.2,27.53,7.33,11.62,23.66
8.36,8.13,23.01,8.3,16.77,10.21,27.34,8.11,10.62,23.43
5.52,5.25,24.48,4.74,14.9,11.89,27.1,7.58,7.34,23.88
4.19,3.21,23.97,4.5,15.52,10.91,27.29,2.35,4.34,24.21
4.39,1.9,22.85,5.12,18.71,10.31,29.01,1.0,4.55,24.83
4.23,3.75,21.17,4.92,16.93,10.31,29.82,2.72,4.69,25.69
6.41,4.17,20.75,4.64,14.75,10.15,29.2,4.87,7.82,25.05
5.15,5.07,22.65,5.18,15.09,10.3,29.44,5.71,10.05,25.24
3.55,3.27,24.49,4.15,16.13,10.85,29.38,5.89,7.21,24.8
2.4,0.26,23.61,2.56,15.1,12.02,29.86,1.66,3.3,24.81
2.77,-0.15,24.74,1.62,15.68,9.99,28.84,-1.69,1.38,25.34
2.86,1.3,25.6,1.65,18.76,10.69,28.28,1.7,1.19,25.31
4.01,0.22,25.16,2.63,16.25,10.71,28.34,0.05,1.41,25.02
4.85,0.66,26.6,4.9,15.71,9.08,28.78,0.44,4.29,25.54
4.65,1.42,26.22,6.57,16.19,9.4,28.69,1.2,4.86,26.13
7.9,5.36,26.39,7.96,18.03,11.21,28.55,5.6,9.75,25.66
6.42,5.84,23.03,6.07,21.86,10.25,28.86,4.75,6.93,25.79
6.34,5.88,24.08,5.72,18.99,10.42,30.55,5.3,7.69,26.64
6.36,4.64,25.45,6.46,14.26,9.37,29.97,2.12,6.59,26.84
6.06,3.97,24.98,7.63,15.96,9.66,29.89,1.6,7.62,26.55
4.7,3.65,25.4,7.75,17.06,10.72,30.42,0.77,6.55,26.75
4.37,1.51,26.69,5.65,19.2,11.07,30.44,-0.7,5.98,26.96
4.76,1.58,27.63,6.06,19.4,7.71,30.44,-1.64,4.91,26.92
4.22,-0.18,27.88,5.94,19.64,7.0,28.84,-1.95,4.46,26.14
4.66,0.06,26.75,6.18,19.5,7.18,28.48,-3.35,3.9,25.97
6.13,4.25,27.72,7.71,18.49,8.69,29.0,-2.08,5.93,26.63
5.49,3.23,26.91,6.12,18.94,9.89,29.7,0.04,5.21,26.16
6.12,4.89,28.01,5.98,18.3,10.18,30.59,0.89,6.55,27.64
6.46,6.18,26.39,7.21,17.5,11.8,32.07,3.69,8.43,28.63
7.34,8.13,24.86,7.32,16.47,12.76,31.93,6.91,8.68,28.18
8.66,9.38,24.78,7.72,16.5,11.27,31.51,8.93,8.14,28.03
5.87,6.12,27.17,6.49,16.0,12.19,32.4,5.99,6.82,28.3
7.69,6.09,29.12,8.55,15.4,11.61,31.83,6.44,8.86,28.43
9.56,11.2,30.32,9.98,14.55,11.7,31.31,10.01,11.5,28.73
11.52,12.88,30.65,11.5,15.04,13.06,29.89,11.54,13.82,27.14
13.68,14.24,28.56,13.03,17.36,12.69,29.0,12.26,16.91,26.81
7.61,10.77,26.44,8.71,19.72,12.72,29.12,12.57,15.8,26.5
5.81,5.65,25.93,5.81,21.53,14.43,28.99,7.29,7.9,26.15
6.56,4.5,25.93,5.76,21.8,13.93,28.9,3.3,6.61,26.61
6.18,4.71,27.35,6.24,18.72,13.33,29.79,4.48,6.16,27.39
4.48,3.2,29.26,4.33,15.76,13.75,30.38,4.42,3.85,28.78
3.18,1.44,30.92,1.42,15.21,10.02,31.32,-1.35,1.86,29.77
4.31,2.6,29.93,1.9,16.97,7.3,31.36,-1.28,3.32,29.77
5.6,3.32,27.87,5.43,19.79,9.18,30.37,0.57,6.08,28.83
6.66,5.26,27.93,7.47,14.99,11.46,30.81,5.68,9.41,28.85
5.04,6.17,28.89,4.39,13.35,12.38,31.36,8.63,8.66,29.39
4.32,10.49,29.72,3.28,12.27,11.8,32.31,10.75,4.97,29.34
3.73,4.5,31.11,3.59,13.57,9.8,32.07,2.84,4.7,29.66
4.79,3.52,32.01,5.23,14.28,10.28,32.59,0.72,4.52,29.31
4.71,3.38,32.49,4.91,16.52,10.59,32.16,0.93,4.51,28.68
5.07,3.47,32.77,3.81,14.05,10.64,31.34,0.9,4.35,28.43
6.38,4.98,32.81,4.73,12.61,10.34,30.92,1.59,5.05,27.95
6.5,6.66,29.53,5.66,13.33,9.91,31.08,2.73,6.96,28.52
8.62,7.07,29.58,7.25,14.46,11.78,31.9,3.92,7.21,29.71
9.7,9.53,31.24,8.55,14.92,12.56,31.11,4.64,8.93,28.68
10.52,9.64,28.68,9.0,12.32,12.45,30.81,6.59,10.79,27.4
7.82,8.79,27.44,8.02,11.39,12.23,29.69,8.85,11.16,27.33
6.19,6.37,27.33,6.04,13.03,13.09,30.91,6.75,9.31,27.99
7.28,7.35,29.35,6.96,13.65,14.92,30.81,7.55,9.83,28.02
7.13,6.37,27.47,8.17,12.96,15.09,30.95,9.85,10.71,28.43
6.35,5.07,28.9,6.92,13.12,14.86,32.01,8.37,9.58,30.33
6.61,4.08,31.06,5.71,13.33,14.76,31.41,6.34,9.56,29.39
8.61,5.41,33.37,8.02,13.11,14.64,31.83,7.56,10.26,29.93
8.98,8.64,33.97,7.07,13.03,13.87,31.64,10.86,11.49,29.47
7.27,10.15,34.67,6.35,14.26,15.29,31.47,10.59,8.64,29.27
7.96,7.86,34.66,6.58,16.19,14.87,32.26,10.77,8.75,30.04
7.04,9.04,33.73,6.37,16.49,12.68,32.85,8.68,7.74,30.32
6.74,7.91,33.6,7.68,18.04,12.93,32.43,4.32,7.24,29.1
9.0,7.01,33.92,8.39,14.58,13.89,32.52,6.13,10.39,28.74
8.79,9.45,34.77,8.61,12.65,15.59,32.7,9.65,10.78,28.66
7.01,8.13,33.54,6.44,12.18,15.2,32.69,7.03,7.95,29.16
6.35,7.02,33.0,6.17,13.97,16.17,32.3,7.58,6.77,29.0
7.13,5.67,31.59,7.49,16.2,16.71,32.49,7.08,9.35,28.9
9.26,8.14,32.11,11.44,14.57,16.79,32.84,9.47,13.7,29.64
14.94,16.0,33.1,13.94,14.86,17.47,32.61,16.44,18.53,29.49
14.5,19.33,34.56,11.63,13.36,15.77,32.34,18.27,14.37,29.55
13.28,18.9,33.78,10.8,11.39,14.36,32.04,14.59,12.24,29.0
12.0,13.85,34.07,11.13,12.0,14.21,31.36,8.67,11.53,28.84
11.94,11.73,30.93,10.37,11.44,14.85,30.99,9.39,11.5,28.6
10.07,10.36,31.86,9.97,10.65,14.77,32.43,10.95,10.57,30.02
10.59,12.28,33.51,10.49,10.12,15.59,34.65,10.41,11.73,29.1
11.19,12.16,34.12,10.5,10.94,16.53,32.75,11.14,12.12,26.7
10.9,12.17,33.43,11.24,11.76,14.93,28.09,9.54,11.72,24.68
11.18,11.48,30.03,10.65,11.47,15.08,28.38,9.75,11.44,25.51
10.32,11.71,25.52,11.03,11.93,14.93,28.52,8.14,10.64,25.29
11.85,11.9,24.92,10.21,12.75,16.12,28.88,8.85,12.0,25.59
12.45,13.77,28.26,10.76,12.03,16.1,29.12,10.43,12.89,26.25
10.71,12.31,29.68,10.34,10.81,15.59,28.74,10.38,11.56,26.04
11.33,11.65,28.72,9.24,11.74,15.57,28.31,9.21,12.05,25.81
11.47,14.6,29.25,9.69,12.26,16.32,28.87,11.51,11.17,26.45
10.63,12.29,31.03,10.32,13.93,15.57,29.01,8.93,11.12,26.66
11.07,11.7,32.27,10.47,11.43,17.07,28.75,10.32,11.78,26.03
10.71,11.28,33.18,13.15,10.92,19.53,29.23,9.27,13.04,26.15
12.74,11.85,31.76,13.19,10.38,18.42,29.44,10.98,14.53,26.98
11.99,12.02,31.87,13.47,9.44,20.65,29.4,11.11,15.45,26.88
13.21,12.85,32.06,11.96,9.3,19.82,28.93,10.55,15.88,26.25
15.19,14.14,34.94,14.57,8.76,18.95,28.69,11.03,16.13,25.78
17.04,16.32,31.43,15.82,9.75,18.62,28.6,12.78,18.16,26.16
18.74,16.76,31.86,17.41,11.92,18.97,28.78,16.1,19.56,26.21
17.89,19.42,32.34,17.69,12.04,19.75,29.15,18.22,20.03,26.53
17.31,20.18,33.99,13.98,10.14,20.29,29.08,19.17,17.78,26.09
14.77,21.09,34.33,15.94,8.47,22.0,27.91,17.32,15.73,24.58
15.6,21.2,33.74,16.68,11.88,21.13,28.29,14.12,16.52,25.19
16.4,20.35,34.94,16.71,12.72,21.84,28.48,16.66,17.36,25.11
17.76,20.37,35.98,16.79,9.82,23.65,28.27,17.6,18.59,25.17
17.45,20.92,36.69,16.96,10.47,24.37,28.19,17.01,19.99,25.3
17.63,21.86,33.62,18.14,11.99,25.17,27.56,17.55,19.99,24.34
17.65,22.28,32.49,18.5,10.8,26.45,28.05,18.33,19.91,25.32
15.55,18.79,32.62,17.45,11.73,27.09,28.24,18.84,18.75,25.46
16.38,15.73,31.91,18.74,10.98,27.8,28.07,16.11,18.45,25.25
18.24,19.84,33.48,19.48,11.05,28.44,28.55,15.98,21.0,25.42
16.89,20.24,32.99,17.95,10.02,27.55,28.13,20.41,21.76,25.11
20.77,21.4,31.76,18.85,9.73,24.67,27.79,21.05,24.41,24.74
21.7,26.44,31.67,18.77,9.03,24.07,27.81,22.72,22.81,24.87
21.8,27.53,31.22,15.5,10.14,24.56,27.82,23.99,21.62,24.92
18.27,27.41,29.99,13.73,10.21,23.9,27.48,22.8,20.43,24.25
17.64,27.64,30.68,15.21,9.39,23.32,27.5,21.23,20.16,24.45
14.5,25.16,33.08,12.75,9.2,23.78,27.28,20.82,19.39,24.19
14.11,19.85,33.93,12.98,8.23,23.17,27.48,19.86,15.06,24.23
14.32,18.76,34.29,14.0,10.6,22.51,27.28,19.01,13.95,24.08
14.71,18.87,33.64,15.74,11.11,21.83,27.29,19.16,14.89,23.99
15.86,19.63,33.49,16.45,10.6,22.68,27.02,15.91,16.66,23.59
18.55,21.42,32.38,16.28,9.85,22.65,27.18,17.7,17.99,24.1
19.99,22.5,33.59,17.15,10.94,22.8,26.79,19.73,18.35,23.25
19.65,25.74,34.49,17.41,10.23,22.61,26.25,22.03,19.0,23.63
17.34,23.28,35.78,15.49,8.62,21.67,27.3,18.93,15.44,24.9
15.12,18.59,36.64,13.73,9.97,22.02,27.11,14.2,15.21,24.26
16.11,16.82,37.37,16.2,11.14,23.7,27.43,13.47,16.83,23.95
17.35,19.47,36.9,18.19,10.58,25.18,27.59,15.64,19.98,24.53
18.65,19.79,34.4,17.99,7.32,25.48,27.58,18.09,19.8,24.47
18.35,22.07,34.5,16.16,8.38,22.63,27.53,17.69,18.13,24.51
17.59,20.51,35.16,15.9,8.35,23.59,27.41,17.9,18.71,24.3
17.8,23.17,36.01,15.63,8.19,24.5,27.52,21.15,18.0,24.55
17.72,20.13,36.92,16.05,7.94,23.78,27.66,18.01,17.12,24.61
17.87,19.46,37.66,16.74,7.63,22.25,27.64,18.75,17.39,24.14
17.88,19.29,35.05,17.39,7.72,23.37,27.24,15.72,18.08,23.89
17.62,19.87,34.78,15.74,9.03,24.01,26.93,18.18,17.17,24.14
18.78,22.49,33.34,16.17,8.33,23.68,26.74,16.86,18.28,23.89
19.37,21.83,31.78,16.92,9.35,22.47,26.58,18.91,18.4,23.53
18.55,24.15,29.95,17.88,9.53,19.07,26.83,18.6,17.11,23.89
18.77,22.33,29.65,18.8,9.26,20.69,26.64,14.61,16.53,23.49
18.59,22.86,32.16,18.14,10.61,22.0,26.84,16.24,18.41,24.08
17.36,24.04,33.89,17.37,9.85,23.4,26.99,16.91,17.48,24.42
18.75,23.71,34.26,19.15,9.11,24.83,26.86,18.11,18.77,24.19
19.17,22.04,31.52,22.18,9.72,27.07,26.9,18.6,21.0,24.17
17.49,18.01,28.47,21.91,9.17,27.13,26.65,19.88,21.64,23.75
17.64,17.76,28.28,21.86,8.71,27.19,26.52,18.05,21.44,23.75
18.98,19.31,28.52,21.45,8.47,27.41,26.32,18.64,21.14,23.23
17.63,20.04,29.67,20.38,7.02,26.93,26.47,19.34,21.1,23.27
17.93,20.62,29.43,17.75,7.21,25.36,26.33,20.61,21.53,23.14
19.13,23.56,30.56,18.7,7.38,26.28,27.16,20.53,20.64,24.18
20.22,23.73,31.31,17.75,7.72,25.64,26.85,19.74,19.0,24.19
19.69,23.23,29.14,19.09,11.2,25.67,26.76,19.58,18.8,23.95
18.51,22.85,29.39,17.9,11.25,24.75,26.45,19.22,17.84,23.52
18.01,21.39,28.03,16.85,10.69,24.68,26.37,17.73,18.25,23.36
17.35,19.81,28.19,16.31,9.27,25.36,25.88,19.43,17.77,22.84
17.13,20.32,28.48,16.16,9.32,25.6,25.68,21.22,17.83,22.81
17.16,20.5,28.85,16.1,11.42,23.66,26.16,18.91,17.4,23.02
16.02,18.07,30.24,16.51,9.23,21.8,26.09,13.93,17.25,22.98
15.5,17.57,29.21,15.23,8.35,22.52,26.32,15.41,17.76,23.34
16.06,17.82,28.9,16.18,8.94,22.78,26.5,15.59,17.04,23.78
16.83,18.18,28.51,16.41,10.28,20.98,26.3,14.32,17.13,23.52
18.18,18.74,28.87,16.53,10.88,22.11,26.33,15.29,18.58,23.5
18.29,20.18,29.1,17.36,10.26,23.34,26.48,16.96,18.09,23.71
16.96,19.99,27.05,15.79,10.07,22.47,26.6,18.46,17.07,23.91
17.44,19.37,29.42,15.96,10.21,21.69,26.58,15.28,16.71,23.7
16.45,18.2,28.86,16.18,9.73,23.11,26.84,17.48,16.97,23.96
17.22,18.86,29.63,17.38,10.94,25.02,26.44,19.92,19.15,23.77
18.41,18.49,29.0,17.46,11.87,27.05,26.61,20.42,19.41,23.73
18.81,21.62,29.01,17.95,10.08,27.08,26.5,22.41,21.63,23.76
17.88,24.23,29.54,17.53,10.2,29.23,26.36,22.55,20.58,23.84
18.36,21.66,29.78,18.1,10.1,27.29,26.1,23.66,20.83,23.5
18.95,21.13,29.76,17.97,11.31,28.55,26.27,24.7,21.53,23.6
16.38,19.01,29.91,15.07,10.66,24.16,26.3,18.25,17.57,23.74
15.64,15.77,30.26,15.51,10.3,23.75,25.72,13.45,16.19,22.63
17.35,17.42,29.63,17.8,9.86,23.82,25.06,14.48,17.86,22.17
17.35,18.44,29.68,16.73,10.72,23.29,25.31,16.58,17.51,22.4
18.26,18.14,26.92,17.84,11.57,24.11,25.65,18.11,18.87,22.87
18.94,18.75,27.49,16.67,12.16,23.49,25.69,19.58,19.56,22.47
18.06,18.41,28.43,17.72,12.77,25.59,25.14,17.57,18.34,22.14
18.3,15.97,29.08,16.64,10.4,24.38,25.91,14.89,18.04,23.13
17.53,16.38,28.67,16.45,9.12,23.8,26.44,13.22,17.83,23.45
16.92,16.41,28.49,16.12,9.01,23.61,26.6,13.83,17.4,23.65
16.57,14.77,28.58,15.63,8.44,24.99,26.72,12.64,16.55,23.65
16.85,14.23,29.69,15.42,8.33,23.94,26.88,11.99,16.57,23.82
17.04,15.01,29.18,15.19,10.03,22.57,26.64,11.45,16.53,23.46
16.75,15.55,28.81,14.67,9.8,22.44,26.79,11.31,16.18,23.29
17.51,15.52,27.74,15.85,10.27,21.86,25.87,12.5,17.93,22.1
16.36,15.86,26.81,15.84,12.63,23.3,25.24,12.88,17.35,21.93
16.31,16.48,26.64,15.89,14.53,22.35,25.89,13.16,16.81,23.31
15.96,16.92,26.57,15.95,16.98,21.96,25.83,13.52,16.94,22.73
15.86,16.78,27.1,15.83,14.45,20.84,26.31,14.98,19.09,23.33
15.68,15.51,27.71,16.27,10.67,21.99,26.32,15.92,21.07,23.65
16.14,16.21,28.59,17.41,10.2,23.2,26.32,16.21,21.39,23.27
17.18,16.51,28.94,19.82,10.78,23.24,26.19,16.13,21.38,23.07
19.23,18.17,28.53,20.02,10.67,22.87,26.24,15.77,21.47,23.47
19.4,18.98,27.75,20.16,11.34,23.22,26.15,16.79,22.36,23.48
19.03,19.5,27.6,18.83,13.88,22.96,26.41,17.88,21.69,23.56
19.09,21.24,27.11,18.52,12.21,22.3,26.61,19.06,19.57,23.74
18.55,19.53,26.53,17.58,14.44,22.86,26.73,16.68,16.91,23.98
17.22,18.27,26.6,16.14,9.95,22.7,26.7,16.96,16.14,24.08
16.48,16.76,27.52,16.09,9.14,22.57,26.44,17.24,18.35,23.91
17.29,16.93,27.67,16.74,9.6,23.08,26.37,18.8,19.35,23.57
17.57,18.35,27.14,15.98,10.28,23.34,26.07,18.32,19.08,23.15
16.7,17.31,26.47,16.58,10.27,21.67,26.15,16.42,17.07,23.2
17.34,14.68,25.95,16.11,12.92,21.97,25.85,13.72,16.99,22.79
16.56,14.42,26.86,17.35,11.48,21.07,25.93,13.95,17.78,23.11
15.73,13.08,27.72,16.17,11.65,18.86,26.47,12.77,16.99,23.56
13.61,11.92,28.15,15.25,9.65,18.71,26.44,11.19,16.21,23.67
14.42,11.98,28.05,15.01,9.92,19.16,26.29,11.1,13.1,23.35
16.08,13.67,26.61,15.03,12.24,20.74,26.13,10.52,13.46,23.39
16.4,14.13,25.67,15.39,12.7,20.5,26.41,12.16,14.77,23.48
17.19,15.07,26.58,15.97,11.8,20.91,26.25,14.17,15.43,23.11
18.38,17.64,27.39,16.79,8.68,21.35,26.46,16.34,16.42,23.14
17.65,18.52,26.99,16.45,9.5,22.56,26.26,18.37,17.06,23.15
15.48,17.47,27.3,15.01,11.12,21.41,25.83,15.86,15.12,22.61
14.93,16.03,27.09,13.02,13.36,20.17,24.93,14.13,13.72,21.83
13.14,13.46,26.67,10.57,12.97,19.53,25.72,13.22,12.67,22.76
13.21,11.35,27.37,12.23,14.04,18.25,26.8,9.32,11.11,23.78
13.14,11.92,28.28,13.78,14.68,18.22,26.67,12.0,11.82,24.24
13.56,14.1,28.53,12.26,13.47,19.07,27.34,14.25,14.7,24.63
13.81,17.5,28.18,12.17,14.6,19.78,27.53,15.64,14.41,24.63
13.33,14.05,28.81,13.01,12.21,13.86,27.51,13.28,12.84,25.1
12.7,12.38,27.6,12.45,11.84,15.36,27.65,12.41,12.61,25.19
13.27,11.73,27.07,11.37,13.2,15.18,28.22,8.87,11.74,24.4
13.53,11.93,25.84,14.59,11.6,15.63,28.5,8.09,11.6,25.42
11.43,10.92,25.93,14.73,13.24,16.05,27.01,9.4,11.69,23.89
11.3,7.91,25.68,12.5,14.58,16.33,26.85,6.69,11.16,24.08
12.35,6.97,26.63,11.77,10.81,16.58,27.16,5.71,10.31,24.02
12.41,8.23,26.62,9.86,9.97,15.56,27.32,5.77,11.01,24.35
11.95,8.39,25.73,10.57,12.48,15.29,27.95,6.61,10.71,24.69
12.53,7.42,23.86,10.27,14.54,14.57,28.03,5.04,9.51,23.76
13.95,9.99,23.17,11.87,12.33,14.2,28.12,5.68,9.99,23.57
12.08,10.22,25.64,10.89,11.69,15.62,27.66,7.33,10.66,23.97
11.3,8.2,26.46,10.86,12.18,15.09,26.1,8.41,10.96,23.31
10.81,7.96,25.63,12.31,12.6,14.56,27.1,7.96,9.32,23.81
10.99,9.83,22.13,13.38,12.27,15.37,26.5,8.23,12.06,22.68
